Date,AMZN,FSKAX,FTIHX,FXAIX,GOOG,META,NVDA,QQQ,VGT,VTI
2023-03-16,100.04000091552734,106.66773223876953,11.275716781616211,133.09280395507812,100.4727783203125,203.8118896484375,25.52265167236328,302.1143493652344,361.17681884765625,190.81846618652344
2023-03-17,98.94999694824219,105.3150405883789,11.200040817260742,131.63485717773438,101.85455322265625,194.542724609375,25.706520080566406,300.6864929199219,360.1929626464844,188.3577117919922
2023-03-20,97.70999908447266,106.25900268554688,11.313554763793945,132.80313110351562,101.32770538330078,196.730712890625,25.881393432617188,301.7535705566406,361.294921875,189.99819946289062
2023-03-21,100.61000061035156,107.78685760498047,11.427067756652832,134.5411376953125,105.21458435058594,201.05699157714844,26.180177688598633,306.0634460449219,365.3682861328125,192.70982360839844
2023-03-22,98.69999694824219,105.86000061035156,11.445987701416016,132.33969116210938,103.60416412353516,198.7198028564453,26.448986053466797,301.90155029296875,360.9308776855469,189.26483154296875
2023-03-23,98.70999908447266,106.09355163574219,11.5027437210083,132.74522399902344,105.63211822509766,203.16542053222656,27.171463012695312,305.4815368652344,366.0274658203125,189.6097412109375
2023-03-24,98.12999725341797,106.66773223876953,11.436528205871582,133.48873901367188,105.43328094482422,204.88597106933594,26.7597599029541,306.6058349609375,366.6900634765625,190.80145263671875
2023-03-27,98.04000091552734,106.95967864990234,11.474365234375,133.71078491210938,102.45101928710938,201.7332763671875,26.51194190979004,304.5051574707031,364.3927917480469,191.285888671875
2023-03-28,97.23999786376953,106.82342529296875,11.550041198730469,133.50802612304688,100.76106262207031,199.58505249023438,26.391027450561523,302.8877258300781,362.8251647949219,191.0146026611328
2023-03-29,100.25,108.35128784179688,11.654095649719238,135.4005126953125,101.29786682128906,204.22958374023438,26.96461296081543,308.41058349609375,370.2393798828125,193.7662353515625
2023-03-30,102.0,108.93518829345703,11.786528587341309,136.19229125976562,100.7212905883789,206.7060089111328,27.363327026367188,311.329833984375,373.9760437011719,194.81260681152344
2023-03-31,103.29000091552734,110.61874389648438,11.824366569519043,138.17166137695312,103.38546752929688,210.78363037109375,27.75704574584961,316.5074768066406,380.04949951171875,197.74830627441406
2023-04-03,102.41000366210938,110.92042541503906,11.890583038330078,138.68341064453125,104.29008483886719,211.90748596191406,27.94490623474121,315.7382507324219,379.546630859375,198.27149963378906
2023-04-04,103.94999694824219,110.14189147949219,11.900042533874512,137.89166259765625,104.49884033203125,213.54844665527344,27.43327522277832,314.673095703125,377.14093017578125,196.9441375732422
2023-04-05,101.0999984741211,109.72344207763672,11.824366569519043,137.56016540527344,104.32984924316406,210.32615661621094,26.861690521240234,311.5665283203125,372.6055908203125,196.22718811035156
2023-04-06,102.05999755859375,110.10296630859375,11.84328556060791,138.08355712890625,108.25650787353516,214.92095947265625,27.017576217651367,313.6672058105469,374.5380554199219,196.87631225585938
2023-04-10,102.16999816894531,110.34626770019531,11.833826065063477,138.21922302246094,106.31803131103516,213.57827758789062,27.559186935424805,313.4895935058594,374.3211364746094,197.322021484375
